gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000030986.13	Dhx32	689.916565689229	0.860718627182035	0.105298052814653	8.17411722415307	2.98039940657025e-16	4.37526860401401e-15
ENSMUSG00000027894.14	Slc6a17	373.973664077565	-1.47007846515606	0.179879459267478	-8.172575518865	3.01874617777853e-16	4.42842148361714e-15
ENSMUSG00000037572.17	Wdhd1	403.912850536745	1.21077380063758	0.148430072308582	8.15720009972381	3.42880083577311e-16	5.02639861895662e-15
ENSMUSG00000028150.14	Rorc	44.6780453311513	3.05143054806808	0.374557156177085	8.14676878480307	3.73777387980235e-16	5.47545516900417e-15
ENSMUSG00000027254.13	Map1a	3064.17325087606	-0.867799850794314	0.106567590681359	-8.14318729780675	3.85005991334155e-16	5.63595404146088e-15
ENSMUSG00000037266.18	Rsrp1	4303.42303861554	-0.739213305035817	0.0907840497706405	-8.14254604088921	3.87051245910309e-16	5.66188956826678e-15
ENSMUSG00000022109.6	Med4	504.478359591439	1.06318447633883	0.130586014590612	8.14164119849988	3.89955418444725e-16	5.70034407230747e-15
ENSMUSG00000021991.9	Cacna2d3	260.170279237829	-1.3187644627155	0.162057243876726	-8.13764587850609	4.03037633131852e-16	5.88742129018787e-15
ENSMUSG00000038244.14	Mical2	3560.45946691937	-0.757007448545426	0.0930334935142205	-8.13693455926939	4.05411704624946e-16	5.91792445277276e-15
ENSMUSG00000007872.3	Id3	2156.70994787082	-0.976833529933642	0.120099077023551	-8.13356400517626	4.16849835698984e-16	6.08060236020667e-15
ENSMUSG00000031273.16	Col4a6	144.61854638502	-1.58333659354084	0.194701908488843	-8.13210618134013	4.21895010413015e-16	6.14986254967535e-15
ENSMUSG00000027074.14	Slc43a3	358.261413760539	1.09226470772716	0.134416502902129	8.12597176793431	4.43792329614205e-16	6.46450206240987e-15
ENSMUSG00000039208.15	Metrnl	311.896180960648	-1.27265472328962	0.156620868079033	-8.12570341933886	4.44775373538295e-16	6.47426544083627e-15
ENSMUSG00000074006.3	Omp	37.1951245759681	4.01996538690092	0.494805557818883	8.12433353542155	4.49827218428647e-16	6.54319999596245e-15
ENSMUSG00000030660.9	Pik3c2a	2539.55508659636	0.964007768919095	0.118779987994109	8.11591064453475	4.82155379691157e-16	7.00852121083375e-15
ENSMUSG00000031765.8	Mt1	1851.87402930526	-1.54103832530994	0.190000251916227	-8.11071727415075	5.03218192863546e-16	7.3095532449702e-15
ENSMUSG00000051586.17	Mical3	801.157274380639	0.949386782763861	0.117068190729811	8.10969040219479	5.07488996374104e-16	7.36641987093098e-15
ENSMUSG00000030782.17	Tgfb1i1	1546.6454812873	-1.11645012605164	0.137739441153227	-8.10552240305415	5.25193644424278e-16	7.61806814711853e-15
ENSMUSG00000029759.9	Pon3	499.769962994367	-0.994094702037353	0.122686852570585	-8.10269952491794	5.37528835475188e-16	7.79153316911829e-15
ENSMUSG00000027506.15	Tpd52	1108.48281938353	1.05473896242654	0.130207060674148	8.10047440565527	5.47452807171548e-16	7.92982901024764e-15
ENSMUSG00000023022.14	Lima1	4996.05058907463	-0.666960759809129	0.0823437201209605	-8.09971615114527	5.50875674657655e-16	7.97382908373342e-15
ENSMUSG00000022070.7	Bora	310.112119460462	1.08597214696718	0.134118459137105	8.09711171716503	5.62793849594838e-16	8.14064982024009e-15
ENSMUSG00000025857.10	Dnaaf5	467.407598831074	1.05692797737781	0.130549050040823	8.09602197064866	5.67855719811141e-16	8.20813236338744e-15
ENSMUSG00000022673.5	Mcm4	1300.97338964006	0.788013141868884	0.0973538460107665	8.09431957913339	5.75853243330529e-16	8.31792483161104e-15
ENSMUSG00000015850.11	Adamtsl4	1346.016349039	-1.14166461392611	0.141109847343599	-8.09060909226405	5.93671001735378e-16	8.56931385280377e-15
ENSMUSG00000051703.14	Tmem198	85.7203863826036	2.19449027082688	0.271301259349197	8.08875814322079	6.02761250074395e-16	8.69446349497554e-15
ENSMUSG00000020706.13	Ftsj3	2066.40979008529	0.822013692029775	0.101674195679452	8.08478185184108	6.22755656171677e-16	8.97661513029077e-15
ENSMUSG00000031848.15	Lsm4	775.709149964835	1.29667798139575	0.160405870234295	8.08373147130942	6.28145614347109e-16	9.04800700860878e-15
ENSMUSG00000021260.8	Hhipl1	243.506299847777	-1.23874023815446	0.153284940498715	-8.08129118310119	6.40845874485831e-16	9.22452625589862e-15
ENSMUSG00000038618.12	Rassf7	332.206218526308	1.29950579137005	0.160852830861679	8.07884937062453	6.5380724916003e-16	9.40455611561046e-15
ENSMUSG00000025887.10	Casp12	630.525572742024	-1.28921750175758	0.1596410461799	-8.0757269675166	6.70758167101672e-16	9.64168284780383e-15
ENSMUSG00000027955.16	Gask1b	2774.45030306165	-1.04158202353465	0.128995781807814	-8.07454328302349	6.77296728493069e-16	9.72891393690356e-15
ENSMUSG00000028148.11	Them5	78.8454738600449	9.75328843385202	1.20803425932367	8.07368529375357	6.82075399877038e-16	9.79076192930292e-15
ENSMUSG00000025364.13	Pa2g4	3806.94784952934	1.02110770113206	0.126569032419667	8.06759506343038	7.1696377256686e-16	1.02844304423849e-14
ENSMUSG00000027322.11	Siglec1	45.3755890613998	5.75129320963304	0.713037724152063	8.06590312801811	7.26964374514735e-16	1.04206617645987e-14
ENSMUSG00000039942.15	Ptger4	106.279441970587	-1.77000181867434	0.219512374790369	-8.0633350186506	7.42407009880503e-16	1.06346593062398e-14
ENSMUSG00000045659.18	Plekha7	245.473122096282	1.36998494150764	0.169905091924139	8.06323651629771	7.43005719568368e-16	1.06358750963663e-14
ENSMUSG00000035024.16	Ncapd3	623.499163107191	0.962365895895766	0.119362735561127	8.06253217448193	7.47300682285887e-16	1.06899632499209e-14
ENSMUSG00000050157.6	Gm867	38.3933431874957	3.84073460029503	0.476386287121233	8.06222744887203	7.4916642204671e-16	1.07092512223376e-14
ENSMUSG00000031403.14	Dkc1	962.155982739737	1.20170031703433	0.149057386314792	8.06199777645693	7.50575666942162e-16	1.07219915321158e-14
ENSMUSG00000028649.21	Macf1	12004.2836519107	0.764751995338185	0.0948811955660399	8.06010074784415	7.62315948612907e-16	1.08821916002335e-14
ENSMUSG00000038437.11	Mllt6	1032.08867708359	0.904842422254147	0.112273061394396	8.05930123411875	7.67317985137212e-16	1.09460475357375e-14
ENSMUSG00000028318.14	Polr1e	421.035563557184	1.09357788144898	0.135693667787235	8.05916664559243	7.68163192006121e-16	1.09505577901754e-14
ENSMUSG00000023243.9	Kcnk5	67.597832700144	2.53929550171907	0.315091847925858	8.05890573949909	7.69804278166015e-16	1.09663996928826e-14
ENSMUSG00000006143.12	Upk3bl	36.8557734000324	4.56457663992087	0.566445423695735	8.05828143184492	7.73745176869207e-16	1.10149597084015e-14
ENSMUSG00000032434.9	Cmtm6	843.027902288052	0.967397452705563	0.120054548865591	8.05798249084778	7.75639252390691e-16	1.10343346290274e-14
ENSMUSG00000006056.13	Calcoco2	73.5236401216424	9.6455388985377	1.19784594392785	8.05240352270098	8.11837276834294e-16	1.15413597480721e-14
ENSMUSG00000056481.7	Cd248	3881.06480467745	-1.05050585213686	0.130505047266955	-8.04954194597539	8.31044734188525e-16	1.18063108805548e-14
ENSMUSG00000042496.18	Prdm10	407.784072393417	1.04684518748547	0.130068205852948	8.04843259442667	8.38610744805113e-16	1.1905626753581e-14
ENSMUSG00000046743.6	Fat4	2921.88346004184	-1.27553963176339	0.158566513488998	-8.04419296166144	8.681563430687e-16	1.23166334099925e-14
ENSMUSG00000028614.14	Ndc1	1071.17520690305	0.854374079893674	0.106220028848637	8.04343671485116	8.73533288755488e-16	1.23844284547602e-14
ENSMUSG00000018593.13	Sparc	56687.2638882035	-0.811630790365867	0.100919804745306	-8.04233413267298	8.81431530431194e-16	1.24878516416121e-14
ENSMUSG00000028082.14	Sh3d19	1729.51413857492	0.911472680753014	0.113362024081735	8.04037055739082	8.95672007913103e-16	1.26809267385727e-14
ENSMUSG00000031355.16	Arhgap6	207.608774342548	-1.29481371378429	0.161047965147709	-8.03992594750713	8.98927799895465e-16	1.27183229870378e-14
ENSMUSG00000033542.13	Arhgef5	1813.27907966572	0.813982689086826	0.101246248330532	8.03963309760844	9.01078649204567e-16	1.27400457376266e-14
ENSMUSG00000039530.17	NA	1403.66404085549	-0.740248630742458	0.0921079551135592	-8.0367502441001	9.22524367381882e-16	1.30310889113177e-14
ENSMUSG00000039678.12	Tbc1d13	1327.95302994482	0.756312426080306	0.0941073671350195	8.03669732886263	9.22922669887037e-16	1.30310889113177e-14
ENSMUSG00000018209.15	Stk4	945.309945305263	0.954865306398989	0.118887126060493	8.03169643375117	9.61339990521208e-16	1.35551029325264e-14
ENSMUSG00000022900.14	Ildr1	136.296424835669	9.57313579845168	1.19191962989486	8.03169572708199	9.61345529008588e-16	1.35551029325264e-14
ENSMUSG00000037989.15	Wnk2	68.9359663071028	7.11051033698654	0.885555809284779	8.02943220792528	9.79248031895369e-16	1.37981313901989e-14
ENSMUSG00000035678.8	Tnfsf9	333.087730804335	1.13247407576348	0.141048893298183	8.02894690828504	9.83128882746808e-16	1.38433909822967e-14
ENSMUSG00000047793.13	Sned1	6088.65917566474	-1.40323661955978	0.1748314608636	-8.02622487181846	1.00517898675073e-15	1.41442555042512e-14
ENSMUSG00000030406.7	Gipr	42.9398532215659	5.39039213018619	0.671819034742569	8.02357755798287	1.02709087385976e-15	1.44427676617005e-14
ENSMUSG00000022286.16	Grhl2	135.670036050483	9.5669455200352	1.19258183677971	8.02204530120003	1.03998770062245e-15	1.46141924067781e-14
ENSMUSG00000030528.12	Blm	350.746170636194	1.43029042592483	0.178341042283911	8.01997345988294	1.05768015718798e-15	1.48527283403216e-14
ENSMUSG00000073481.9	Mtarc2	1303.48357586267	0.97033740882743	0.120994762808943	8.01966454002349	1.06034345066931e-15	1.488003327824e-14
ENSMUSG00000047907.11	Tshz2	192.683021096858	-1.41347164335811	0.176269100956645	-8.01882823300816	1.06758670858311e-15	1.49715293231448e-14
ENSMUSG00000031665.7	Sall1	45.8855675874532	3.33132025032729	0.415597526582053	8.01573646918608	1.09479015958768e-15	1.53426279710937e-14
ENSMUSG00000020899.16	Pfas	733.32100045694	0.84517866412981	0.105486706664427	8.01218173222986	1.12691177444613e-15	1.57821020428014e-14
ENSMUSG00000032320.7	Rcn2	2610.56663707669	-0.760206455787121	0.0948953297527935	-8.01099967477317	1.13779750108221e-15	1.59237799018937e-14
ENSMUSG00000028673.10	Fuca1	1226.20713645169	-0.780430052777486	0.0974279173562774	-8.01033291026416	1.1439834513331e-15	1.59995361210432e-14
ENSMUSG00000024891.6	Slc29a2	169.512009476006	1.83896775558238	0.229603905719734	8.00930519808803	1.15358305991471e-15	1.6122900578781e-14
ENSMUSG00000029135.10	Fosl2	5961.40079992415	-0.683158608812985	0.0853071492904931	-8.00822222398561	1.16378472645365e-15	1.6254507458073e-14
ENSMUSG00000028822.11	Tmem50a	1583.44531181233	-0.758156367565168	0.0947276799364938	-8.00353569382721	1.20896616270277e-15	1.68741676343794e-14
ENSMUSG00000024897.9	Apba1	74.1923912713846	-2.05573604982939	0.256916742954104	-8.00156512258382	1.22847587086523e-15	1.71349205195683e-14
ENSMUSG00000003779.16	Kif20a	824.749598336422	0.806159875282214	0.100758559561837	8.00090710692882	1.23505939339533e-15	1.72151477332592e-14
ENSMUSG00000034818.17	Celf5	290.357801503884	1.37835371051632	0.172349159154531	7.99744958013095	1.2702276145042e-15	1.76934329694633e-14
ENSMUSG00000042613.9	Pbxip1	3003.0837251168	-0.905178285379593	0.113193868610289	-7.99670774126467	1.27790078361253e-15	1.77883445326132e-14
ENSMUSG00000107019.1	Gm43682	141.585616968979	-1.56541989660333	0.195836480139792	-7.99350506854447	1.31155486731718e-15	1.82445391119612e-14
ENSMUSG00000025932.14	Eya1	213.343923224327	-1.44058741231226	0.180226930743064	-7.99318618129272	1.31495318492385e-15	1.82795271824975e-14
ENSMUSG00000026429.9	Ube2t	109.408337928006	1.73874566791661	0.217578115561134	7.99136284194938	1.33455137936205e-15	1.85395161083323e-14
ENSMUSG00000069910.2	Spdl1	244.397665487812	1.41542414869388	0.17713207821081	7.99078384328187	1.34083473537041e-15	1.86143113262456e-14
ENSMUSG00000024922.2	Ovol1	131.595706687656	9.52641154768363	1.19242413567969	7.98911332187478	1.3591271956869e-15	1.88556124822541e-14
ENSMUSG00000030022.14	Adamts9	380.917983932963	1.54216187699794	0.193071322735224	7.9875242741919	1.37675553749089e-15	1.90873830345103e-14
ENSMUSG00000032815.16	Fanca	312.411872110217	1.28674056191496	0.161147868160042	7.98484383694761	1.40700310848005e-15	1.9493679613406e-14
ENSMUSG00000041420.18	Meis3	258.480618619148	-1.19730751044015	0.149977438698824	-7.9832508197751	1.42528874051672e-15	1.97338138059904e-14
ENSMUSG00000029207.16	Apbb2	1621.52581672684	-0.699627663023824	0.0876611648833331	-7.98104455895547	1.45100069503575e-15	2.00763792690809e-14
ENSMUSG00000000142.15	Axin2	200.132702612624	1.32599676154434	0.166145199865622	7.98095137636716	1.45209665032095e-15	2.00781219539034e-14
ENSMUSG00000028640.11	Tfap2c	70.8183389756201	9.59707143398359	1.20335657563055	7.97525158239555	1.52070733447827e-15	2.10127644301506e-14
ENSMUSG00000003992.15	Ssbp2	464.948418694303	-1.01879417420298	0.127806329240966	-7.97139062089909	1.56898724090042e-15	2.16654215472967e-14
ENSMUSG00000033170.14	Card10	240.631694491894	1.38143525045443	0.173365477429226	7.96834105001313	1.60818538643404e-15	2.21918862091988e-14
ENSMUSG00000038685.18	Rtel1	735.812087738153	0.866721150845676	0.108779592248405	7.96768155617333	1.61678830457144e-15	2.2295736919603e-14
ENSMUSG00000097636.8	Mirt1	41.6982787604644	5.61594988161029	0.705114413842542	7.9645937898305	1.657674116465e-15	2.28443385730419e-14
ENSMUSG00000022365.6	Derl1	1773.12869889324	-0.724456812469448	0.0909869233034602	-7.96220804228356	1.6899601675431e-15	2.32737761197436e-14
ENSMUSG00000035064.17	Eef2k	1980.54400910158	0.726465711832868	0.0912533951554354	7.96097186954471	1.70693194486812e-15	2.34918778768785e-14
ENSMUSG00000061731.9	Ext1	2118.60065040538	-0.723878744778862	0.0909700136281436	-7.9573335861842	1.75786312556052e-15	2.41767500571278e-14
ENSMUSG00000019558.14	Slc6a8	1937.50415939769	-0.729412508481821	0.0916683936483636	-7.95707745550575	1.7615044878248e-15	2.42107446171883e-14
ENSMUSG00000055945.8	Prr18	35.6710201468394	4.07827013924782	0.512668445618988	7.95498567173132	1.79152240558619e-15	2.4606982264916e-14
ENSMUSG00000032536.12	Trak1	1646.66531275542	0.808728105496299	0.101816495723191	7.94299685676659	1.97353948118942e-15	2.70890541917373e-14
ENSMUSG00000042115.4	Klhdc8a	983.608041512996	-0.932614526167986	0.117425768298379	-7.94216243744912	1.9868650131843e-15	2.725388926965e-14
ENSMUSG00000012443.4	Kif11	859.17268202896	1.11061860579513	0.139866184394975	7.94057985208774	2.01238248799552e-15	2.75856325291518e-14
ENSMUSG00000029484.12	Anxa3	4294.67704755276	-0.798015147835594	0.100537487864025	-7.93748844127568	2.06316264717418e-15	2.82630070376296e-14
ENSMUSG00000026483.13	Niban1	2903.52091383257	-0.676818010161271	0.0853194151737066	-7.93275491613837	2.14337159374614e-15	2.93423601977191e-14
ENSMUSG00000037386.16	Rims2	39.6520478146715	3.79139053703459	0.478083153775704	7.93039977897515	2.18441534942591e-15	2.98844767467064e-14
ENSMUSG00000002870.8	Mcm2	913.672206156805	0.84646001002049	0.106880541745184	7.91968300496222	2.38116860549663e-15	3.25546954855844e-14
ENSMUSG00000022075.7	Rhobtb2	488.497935517084	1.03480778610285	0.130722359087069	7.91607337359637	2.45128991092201e-15	3.3491254037079e-14
ENSMUSG00000042225.3	Ammecr1	1482.29886097374	1.03415975799597	0.130694360973894	7.91281085342725	2.51641535699224e-15	3.43583650886427e-14
ENSMUSG00000096883.2	Shisa8	189.948602270659	7.14181672806255	0.903506982016545	7.90455067886988	2.68901763904197e-15	3.6690821430804e-14
ENSMUSG00000074063.10	Osgin1	152.739649730724	1.99453272287357	0.252410721430082	7.90193345026374	2.74610033326986e-15	3.74450137011547e-14
ENSMUSG00000015653.13	Steap2	2028.92441070792	-0.745017603027705	0.0942940992313153	-7.90099920462768	2.76676419434769e-15	3.77019434225167e-14
ENSMUSG00000032479.15	Map4	12402.8495713676	0.601752682814398	0.0761630236306686	7.90085075577397	2.77006168749597e-15	3.77220439930783e-14
ENSMUSG00000050295.4	Foxc1	715.66029782593	-0.962715849627205	0.121870168724682	-7.89952011802072	2.79979246965264e-15	3.8101843740526e-14
ENSMUSG00000026833.18	Olfm1	357.08641097939	-1.19858409308074	0.151735563802011	-7.89916393393897	2.80780394992395e-15	3.81857647565545e-14
ENSMUSG00000046711.16	Hmga1	831.40712089851	0.821807427907403	0.104195538984156	7.88716518883183	3.09128107185979e-15	4.20134122826171e-14
ENSMUSG00000066571.13	Garre1	761.757318300673	0.855479333893627	0.108552211448132	7.88080981935948	3.25266053791122e-15	4.41777037232443e-14
ENSMUSG00000038539.15	Atf5	2804.54772073828	-0.931271603127064	0.11827347514576	-7.87388382711651	3.43798199173592e-15	4.66641240963553e-14
ENSMUSG00000020601.8	Trib2	796.952605299271	-0.924742328145496	0.117456311264724	-7.8730748325759	3.46029534312864e-15	4.69362079340889e-14
ENSMUSG00000064215.13	Ifi27	540.866646023181	-1.10903354816771	0.140971277883824	-7.86708870640785	3.62989267352483e-15	4.92044194166931e-14
ENSMUSG00000034311.3	Kif4	469.484855605688	0.993965869688824	0.126373233237746	7.86531961098818	3.68156267657554e-15	4.98721635094484e-14
ENSMUSG00000073295.4	Nudt11	52.054440283283	3.58148660306614	0.455462457823913	7.86340683308477	3.73824409612149e-15	5.0606876746644e-14
ENSMUSG00000002280.11	Ciao3	521.732965709328	0.964205764272395	0.1226558362185	7.86106714526612	3.80874539870921e-15	5.15275954299882e-14
ENSMUSG00000029640.17	Usp12	790.782141518788	0.832435701699569	0.105960403785091	7.85610163762602	3.96273555457004e-15	5.35758740980048e-14
ENSMUSG00000042489.15	Clspn	335.04629090794	1.08805147719956	0.138516573007481	7.85502740629306	3.99684745633317e-15	5.40017921009402e-14
ENSMUSG00000026727.10	Rsu1	1756.02302805395	-0.726431328558356	0.0924864868540463	-7.8544591028173	4.01501052515604e-15	5.42118087803032e-14
ENSMUSG00000029847.13	Slc23a4	34.2769643860381	3.89409854198131	0.496509920859436	7.84294206093769	4.40111090224172e-15	5.93863067571717e-14
ENSMUSG00000104164.1	Gm38248	55.2344048626968	2.5232179715083	0.321730668843186	7.84264049361777	4.41169693806731e-15	5.9490368026746e-14
ENSMUSG00000033880.11	Lgals3bp	1055.41101499565	-1.17472751435682	0.149788924878178	-7.84255254727422	4.41478887145685e-15	5.94933039389879e-14
ENSMUSG00000030189.15	Ybx3	3987.00329735134	0.795113992010155	0.101390380535121	7.84210482112481	4.43056270472654e-15	5.96670250000876e-14
ENSMUSG00000028048.11	Gba1	1695.90266264439	-0.749823501053806	0.0956232729585691	-7.84143313499302	4.45433097984994e-15	5.99481124524798e-14
ENSMUSG00000037101.16	Ttc29	64.0557010283987	9.44597191251092	1.20503105389088	7.83877882815645	4.54949057525259e-15	6.11890223633225e-14
ENSMUSG00000002602.16	Axl	6896.10446115623	-0.612196901812889	0.078099445059207	-7.83868440228717	4.55291244869976e-15	6.11952823218418e-14
ENSMUSG00000020315.18	Sptbn1	22430.6492601113	-0.661048065066832	0.0843459534942887	-7.83734177729811	4.60184249386712e-15	6.18128084234624e-14
ENSMUSG00000078249.5	Hmga1b	679.634421800917	0.878419805090006	0.112083437666678	7.83719542669911	4.60720722013682e-15	6.18447355704358e-14
ENSMUSG00000027947.11	Il6ra	464.409705282779	0.957831279355365	0.122258387030543	7.83448320086276	4.70775010175224e-15	6.31534150072389e-14
ENSMUSG00000027210.20	Meis2	993.975598292755	-0.863542722168588	0.11027173850727	-7.83104296584259	4.83839276474831e-15	6.48639195838894e-14
ENSMUSG00000079042.10	Apela	118.093862180129	9.3662870217138	1.19667747689181	7.82691009280237	5.00006386401872e-15	6.69879106286884e-14
ENSMUSG00000032353.9	Tmed3	1459.66927086443	-0.847759793156217	0.108434045611397	-7.81820680374128	5.35811137098869e-15	7.17383876248997e-14
ENSMUSG00000040548.16	Tex2	698.644444240498	0.890070782013595	0.113978011450368	7.80914468227212	5.75773751225092e-15	7.70390489761356e-14
ENSMUSG00000029247.17	Paics	4746.02024648103	0.836918893581528	0.10718091442512	7.80846942826023	5.78866316493956e-15	7.74028028753772e-14
ENSMUSG00000021820.18	Camk2g	1613.87734125386	-0.720473506732492	0.0922907045746204	-7.8065663281394	5.87670486619274e-15	7.85293182861998e-14
ENSMUSG00000002578.18	Ikzf4	132.667543421844	1.62749737436454	0.208487886777589	7.80619631921698	5.89397472194906e-15	7.87092792062087e-14
ENSMUSG00000035455.12	Fignl1	281.862550274119	1.2228306570718	0.156677257728936	7.80477444395531	5.96080563050283e-15	7.94991725166096e-14
ENSMUSG00000037321.17	Tap1	381.139207482768	-1.00884695418636	0.129259715900986	-7.80480559743099	5.95933339506766e-15	7.94991725166096e-14
ENSMUSG00000046761.13	Fam83h	443.789094756843	1.28632679130875	0.164841865122268	7.80339867153677	6.02617943258837e-15	8.03042235585318e-14
ENSMUSG00000047881.14	Rell1	926.495339680324	1.00948422537042	0.129365640124088	7.80334116850592	6.02892716604466e-15	8.03042235585318e-14
ENSMUSG00000004880.11	Lbr	574.111938391409	0.849660965222618	0.108970067514887	7.79719591443348	6.3297930611808e-15	8.42574833269334e-14
ENSMUSG00000004864.13	Mapk13	788.160999508645	1.18428603412673	0.151940354815764	7.7944140354466	6.47080482340426e-15	8.6079170333962e-14
ENSMUSG00000029730.16	Mcm7	1118.28660482764	0.794862823938604	0.102044113642621	7.78940397015329	6.73260289504234e-15	8.95042693156593e-14
ENSMUSG00000020897.12	Aurkb	341.057555120164	1.11747028784393	0.143513023403072	7.78654272166919	6.88676412995607e-15	9.14949491180749e-14
ENSMUSG00000055675.6	Kbtbd11	59.9325623192278	2.6369195622385	0.338742585832047	7.78443476707094	7.00255626885534e-15	9.29736447780863e-14
ENSMUSG00000042515.13	Pwwp3b	295.323899071998	-1.11132673704019	0.142792726665322	-7.78279652607884	7.09386793330548e-15	9.41256233022373e-14
ENSMUSG00000028399.18	Ptprd	540.033038067066	-1.20364700866204	0.154690683423909	-7.78099224866447	7.19579048012276e-15	9.54168271288027e-14
ENSMUSG00000047797.14	Gjb1	62.0954665152482	9.40695639788878	1.2090015504936	7.78076454413829	7.20875536361794e-15	9.54734369221357e-14
ENSMUSG00000057098.14	Ebf1	381.196786393444	-1.18295384055851	0.152035863021764	-7.78075525765371	7.20928459873898e-15	9.54734369221357e-14
ENSMUSG00000021775.11	Nr1d2	957.343478775885	-1.07942793114062	0.138744598773233	-7.77996362153791	7.25454066171853e-15	9.60113408931661e-14
ENSMUSG00000031093.14	Dock11	1042.25179180157	1.13032648995219	0.145292365365266	7.77966885672584	7.27146304859517e-15	9.61123969622423e-14
ENSMUSG00000056671.7	Prelid2	148.472492487275	1.7164719830133	0.220635440590939	7.77967482656451	7.27111993623843e-15	9.61123969622423e-14
ENSMUSG00000062510.12	Nsl1	95.1535018640143	1.84684927568729	0.237443732876846	7.77805020714187	7.36508416321586e-15	9.72877326703287e-14
ENSMUSG00000006362.16	Cbfa2t3	38.0557353559261	3.38836955442521	0.435643398496121	7.77785125660611	7.3766728262724e-15	9.73786676218191e-14
ENSMUSG00000010048.10	Ifrd2	371.9496206612	1.29755641028009	0.166843743082712	7.77707564158896	7.42202321229248e-15	9.79148874896381e-14
ENSMUSG00000028469.15	Npr2	1880.93438004669	-0.975365075723026	0.125476622462769	-7.77328124218864	7.6478677652134e-15	1.00830073166976e-13
ENSMUSG00000026879.14	Gsn	13146.9281007361	-0.894270633527411	0.115051905409224	-7.77275813335394	7.67952929735509e-15	1.01183053421994e-13
ENSMUSG00000095567.8	Noc2l	1475.3216692764	0.857855203333705	0.110491302804337	7.76400659201961	8.22876187885631e-15	1.08350599319623e-13
ENSMUSG00000059013.12	Sh2d3c	90.8879597661151	2.4687528685461	0.31802311272511	7.76280958761642	8.30682815041511e-15	1.09308986576886e-13
ENSMUSG00000021759.14	Plpp1	1078.59483120769	-0.952690943702012	0.122742146435435	-7.76172628041131	8.37810736675009e-15	1.10176902404295e-13
ENSMUSG00000066363.12	Serpina3f	167.271164651393	-1.70930960867106	0.220230624780923	-7.76145284231665	8.39619392346922e-15	1.10344646363104e-13
ENSMUSG00000069441.3	Dsg1a	64.4043850778487	9.4491941928986	1.21820028006226	7.75668364845205	8.71790324852143e-15	1.14499923439813e-13
ENSMUSG00000055862.7	Izumo4	242.116427775403	-1.20136704512278	0.155004249015305	-7.75054266418305	9.15006696046536e-15	1.20099705779754e-13
ENSMUSG00000044674.6	Fzd1	1836.29114187443	-1.0526713976161	0.135833416072831	-7.74972336005806	9.2092956422637e-15	1.20800513624345e-13
ENSMUSG00000021388.14	Aspn	3046.35782771759	-1.04974471279703	0.135462728914482	-7.74932500776457	9.23822926653843e-15	1.21103298029182e-13
ENSMUSG00000048922.18	Cdca2	348.672456310901	1.08712627577996	0.140321375949675	7.74740319087126	9.37907878237865e-15	1.22871868174972e-13
ENSMUSG00000027993.16	Trim2	1756.01343746195	0.899997209130546	0.11618898533953	7.74597700892692	9.48496733980884e-15	1.24180480054841e-13
ENSMUSG00000026600.12	Soat1	1418.4476226781	-0.671213986700946	0.0866720684804944	-7.74429407845508	9.61143243093495e-15	1.25756662381746e-13
ENSMUSG00000031333.7	Abcb7	488.696447661286	1.26740164006703	0.163751598714661	7.73978177932474	9.95875925968599e-15	1.30218798430979e-13
ENSMUSG00000031925.17	Maml2	422.652785089589	-0.977941681846529	0.126384001257136	-7.73785979332025	1.01104250805797e-14	1.32118490368005e-13
ENSMUSG00000000958.10	Slc7a7	100.083049166682	1.73790051928113	0.224613185574194	7.7373040894212	1.01546982557834e-14	1.32613311795875e-13
ENSMUSG00000013629.16	Cad	2306.91379555639	0.815135533817459	0.105353689564991	7.73713324310886	1.01683479604363e-14	1.32707840121735e-13
ENSMUSG00000035992.15	Fnip1	1517.73120969626	-0.947338761425634	0.12246504457646	-7.73558499653486	1.02928706260901e-14	1.34248348512564e-13
ENSMUSG00000028944.14	Prkag2	629.40799610772	0.953143840473235	0.123219705453198	7.73531990656531	1.03143412763119e-14	1.34443671333992e-13
ENSMUSG00000051329.13	Nup160	974.917166741456	0.858265200926299	0.110958889354934	7.73498370356694	1.03416350459023e-14	1.3471460277856e-13
ENSMUSG00000030498.15	Gas2	684.05001071356	-0.836918145954891	0.108211427785278	-7.73410131521017	1.04136079725665e-14	1.35566837373681e-13
ENSMUSG00000043782.9	Bicdl2	47.5297275919289	2.74973535993216	0.355604845607375	7.73255874856147	1.0540614929703e-14	1.37133996499008e-13
ENSMUSG00000049225.14	Pdp1	704.578871101512	-1.0539675612937	0.136315150006364	-7.73184463535043	1.05999262993447e-14	1.3781901662697e-13
ENSMUSG00000041757.17	Plekha6	383.584553507829	1.00708894124835	0.130261250119195	7.73130106095878	1.06452934235414e-14	1.38321989060818e-13
ENSMUSG00000003051.13	Elf3	42.397985846695	5.97322920180248	0.772729590219958	7.73003813675907	1.07514369869608e-14	1.39613547172585e-13
ENSMUSG00000002100.15	Mybpc3	59.4368720433597	9.34260415414988	1.20876589259908	7.72904349084627	1.08357653613021e-14	1.40620380698177e-13
ENSMUSG00000030770.15	Parva	5941.89400850513	-0.657575610454403	0.085083017435356	-7.72863528205276	1.08705623145505e-14	1.40983564754938e-13
ENSMUSG00000038260.10	Trpm4	536.278766048351	1.1199995990718	0.144927668660226	7.72799017210145	1.09257777613409e-14	1.41610941691919e-13
