##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	mp1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1500000
Sequences flagged as poor quality	0
Sequence length	251
%GC	44
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1107	140-144	0.12077062082347112
1107	145-149	0.3548157954490492
1107	150-154	0.6660523707146879
1107	155-159	0.3393247488319133
1107	160-164	-0.17784091866081297
1107	165-169	0.9928038416710976
1107	170-174	0.19985389319079871
1107	175-179	0.3471048182525891
1107	180-184	0.418697491751729
1107	185-189	0.3634561124401614
1107	190-194	0.37153903592560056
1107	195-199	0.06975318899524297
1107	200-204	0.7527200573063979
1107	205-209	1.059681926203762
1107	210-214	0.5200860103577654
1107	215-219	0.2009329433104412
1107	220-224	0.28550753778042903
1107	225-229	0.38044915397206225
1107	230-234	0.6922991723204284
1107	235-239	0.5354346504620615
1107	240-244	0.29673413855081776
1107	245-249	0.1004859643802618
1107	250-251	0.2900968131930739
1108	1	-0.07865777702831878
1108	2	0.039085976113199195
1108	3	0.039197697455215064
1108	4	0.09763183404629672
1108	5	0.36292833519442524
1108	6	0.30087159221146464
1108	7	0.41989729186287406
1108	8	0.273295999122098
1108	9	0.12370907896229255
1108	10-14	0.19449251873449924
1108	15-19	0.2199437403696578
1108	20-24	0.3043631060220022
1108	25-29	0.2446744911751253
1108	30-34	-0.09037409891146808
1108	35-39	-0.2716143796222781
1108	40-44	-0.12711798989780476
1108	45-49	0.35454746062529097
1108	50-54	0.3269613278646162
1108	55-59	0.2720286242582617
1108	60-64	0.29011099550129416
1108	65-69	0.21607001443189233
1108	70-74	0.18743188859247795
1108	75-79	0.2188206729811668
1108	80-84	0.20276381015905542
1108	85-89	0.2930267927170007
1108	90-94	0.762880895071234
1108	95-99	0.3998162812593691
1108	100-104	0.6522044232015105
1108	105-109	0.7457184111950639
1108	110-114	0.22629004196031133
1108	115-119	0.24313980281996095
1108	120-124	0.22745907457078118
1108	125-129	0.16818926386959987
1108	130-134	0.19557187776485563
1108	135-139	0.1941933344991611
1108	140-144	0.3485730056777854
1108	145-149	0.3394534667696476
1108	150-154	0.40872075177542655
1108	155-159	0.3287252132752059
1108	160-164	-0.18547004471357553
1108	165-169	0.8689307050224002
1108	170-174	0.24669211693733217
1108	175-179	0.422907503623712
1108	180-184	0.12460611382333298
1108	185-189	-0.0992788168003429
1108	190-194	0.2787792009020791
1108	195-199	0.030761857366343293
1108	200-204	0.7969722796146073
1108	205-209	0.8310806916408922
1108	210-214	0.41465988069290916
1108	215-219	-0.009675806888129301
1108	220-224	0.36044428216056446
1108	225-229	0.2777756134360132
1108	230-234	0.7636319417321644
1108	235-239	0.2924298987663363
1108	240-244	0.05148910646929039
1108	245-249	-0.18146111298064582
1108	250-251	0.14106034520694166
1109	1	0.3579479022078189
1109	2	-0.004117814180396806
1109	3	0.06401330791219095
1109	4	0.09338621609335718
1109	5	0.2939645143260208
1109	6	0.06088992096636758
1109	7	0.17670568142347776
1109	8	0.1942234107715919
1109	9	0.10994412866515546
1109	10-14	0.2157852447709132
1109	15-19	0.2876537102392618
1109	20-24	0.010506816446685718
1109	25-29	0.21132410664768742
1109	30-34	0.17688619724011545
1109	35-39	-0.27291385091491094
1109	40-44	-0.030756874792437827
1109	45-49	0.26836966646729365
1109	50-54	0.020977381742902423
1109	55-59	0.004592430311049611
