##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	mp1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1500000
Sequences flagged as poor quality	0
Sequence length	251
%GC	44
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1109	60-64	-0.06704056024791072
1109	65-69	-0.3774643063542271
1109	70-74	-0.27652878636522615
1109	75-79	-0.851221979676744
1109	80-84	0.009617517623333072
1109	85-89	0.055541058837611956
1109	90-94	0.5030883539742348
1109	95-99	0.1787063132131408
1109	100-104	0.16038716398102792
1109	105-109	0.4634050849873077
1109	110-114	0.07441180343322173
1109	115-119	0.2889186694429995
1109	120-124	0.13974030620076405
1109	125-129	0.20156882829478917
1109	130-134	0.25815173998266516
1109	135-139	0.3518768381593844
1109	140-144	0.20502589574386576
1109	145-149	0.19003823667436848
1109	150-154	-0.001290811563919192
1109	155-159	0.11971603268001019
1109	160-164	-0.1854567756530443
1109	165-169	0.4717341054764148
1109	170-174	-0.2529135993980276
1109	175-179	-0.332568190842359
1109	180-184	-0.2856261973380043
1109	185-189	0.05525524374971269
1109	190-194	0.21805509352547148
1109	195-199	-0.17113566041366823
1109	200-204	0.5470487121112413
1109	205-209	0.5384760565985793
1109	210-214	0.24804951877221626
1109	215-219	-0.2539304345632587
1109	220-224	-0.1481197169405135
1109	225-229	-0.06639730270240918
1109	230-234	0.2818401949133005
1109	235-239	-0.3964283840264713
1109	240-244	-0.11090557562824088
1109	245-249	0.12512836566532926
1109	250-251	-0.027908322930514373
1110	1	0.1549116102462591
1110	2	0.19365793450532465
1110	3	0.07839424628795655
1110	4	0.15167003047080385
1110	5	0.4325128364736557
1110	6	-0.19685840540110888
1110	7	0.10516775672444822
1110	8	0.002331090615342646
1110	9	0.006047240338148185
1110	10-14	0.2293845351774948
1110	15-19	0.22181143683522464
1110	20-24	0.14240845991063367
1110	25-29	0.2459831386378326
1110	30-34	0.32443749044887227
1110	35-39	0.4751940844371063
1110	40-44	0.5219414952873862
1110	45-49	0.3713457066519794
1110	50-54	0.31010758128662275
1110	55-59	0.3717389392707773
1110	60-64	0.3182111060974364
1110	65-69	0.03622869887519187
1110	70-74	0.1872323874336672
1110	75-79	0.10638446032685067
1110	80-84	0.002746241683027506
1110	85-89	0.07506166495444688
1110	90-94	-0.1197848133370627
1110	95-99	0.13731180274426436
1110	100-104	0.13802689140675994
1110	105-109	0.6379953852531273
1110	110-114	0.3654574307766083
1110	115-119	0.5300806917793608
1110	120-124	0.5152854695283295
1110	125-129	0.6723253733388077
1110	130-134	0.5074223202818828
1110	135-139	0.25202563971127034
1110	140-144	0.2769127996126528
1110	145-149	0.26862598819946015
1110	150-154	0.3904302448755743
1110	155-159	0.3876628648851437
1110	160-164	0.3367548295264271
1110	165-169	0.8176095571474917
1110	170-174	0.5187857315209499
1110	175-179	0.2827165638238185
1110	180-184	0.27775747976320986
1110	185-189	0.3313679189935499
1110	190-194	0.7390286239359725
1110	195-199	0.3201962154655362
1110	200-204	0.9214774811471038
1110	205-209	0.998337783938755
1110	210-214	0.5575367816697607
1110	215-219	0.3558724725171345
1110	220-224	0.42395150351973854
1110	225-229	0.4604189273657724
1110	230-234	0.7683181515472057
1110	235-239	-0.7709408000056435
1110	240-244	0.10106230972647978
1110	245-249	0.05805915253048255
1110	250-251	-0.003515576596836212
1111	1	0.3064198211265534
1111	2	-0.1295487308471266
1111	3	0.08745883721667269
1111	4	0.0011209995226622027
1111	5	0.2360020214606564
1111	6	0.24629705173348526
1111	7	0.34432562853054804
1111	8	0.1760987068635984
1111	9	0.1847310295928608
1111	10-14	-0.16949513701626984
1111	15-19	-0.03285551721927504
1111	20-24	0.10485507749125134
1111	25-29	0.21410268175253577
1111	30-34	0.05400600828698998
1111	35-39	0.07397961205587222
1111	40-44	0.05760692061244299
1111	45-49	-0.018044067198850655
1111	50-54	0.19916144579655537
1111	55-59	0.42498067258764394
1111	60-64	0.32465673878662926
1111	65-69	0.29693783604432866
1111	70-74	0.19444918704277825
1111	75-79	0.30185360384715665
1111	80-84	-0.027146557027101892
1111	85-89	0.013506404798135918
1111	90-94	-0.23050889723078427
1111	95-99	0.040273941952982284
1111	100-104	0.5093614944625315
1111	105-109	0.48139720638180705
1111	110-114	0.06872883203011781
1111	115-119	0.004506838345626818
1111	120-124	-0.06445586607342335
1111	125-129	-0.10226520100477643
1111	130-134	-0.26722738436574645
1111	135-139	-0.157460699522467
1111	140-144	-0.06100986800105801
1111	145-149	-0.20480789099179475
1111	150-154	-0.035579927733550676
1111	155-159	0.049972306419483914
1111	160-164	-0.09975468457078307
1111	165-169	0.334717105910741
1111	170-174	-0.10723922366418748
1111	175-179	-0.13327155611509767
1111	180-184	-0.2783136932164041
1111	185-189	-0.18801436692104545
1111	190-194	0.43876632679177874
1111	195-199	0.13344765655958923
1111	200-204	0.8307621140027486
1111	205-209	0.5337140255040858
1111	210-214	0.2206279815421297
1111	215-219	0.10100890836074328
1111	220-224	0.11483649289993991
1111	225-229	0.09854575591565506
1111	230-234	0.7448524842947677
1111	235-239	-0.8410756242784636
1111	240-244	0.3544486349232123
1111	245-249	-0.1915675015156637
1111	250-251	-0.5497443245344336
1112	1	0.23771648572328274
1112	2	0.1072929793098325
1112	3	-0.038210051107611775
1112	4	0.04338854871166831
1112	5	0.3021082050786248
1112	6	0.2962408872668547
1112	7	0.2254397989091501
1112	8	-0.02488853504429045
1112	9	-0.06894319500820245
1112	10-14	0.20930600914720543
1112	15-19	0.0647620501231998
1112	20-24	-0.10499896858402735
1112	25-29	0.16660881133225303
1112	30-34	0.13414087055470247
1112	35-39	0.28734808457735284
1112	40-44	0.18235007851849616
1112	45-49	0.2283209319836743
1112	50-54	0.057329558472439146
1112	55-59	0.15612088418114922
1112	60-64	0.06210939122783543
1112	65-69	0.10204079655725451
1112	70-74	-0.18412277555108858
1112	75-79	-0.13691095289721744
1112	80-84	-0.07260231973779696
1112	85-89	-0.24902859993404292
1112	90-94	0.3258184425139561
1112	95-99	0.007208571794841134
1112	100-104	0.266935957092862
1112	105-109	0.45278982570923176
1112	110-114	0.16478444843839668
1112	115-119	0.04548125231082878
1112	120-124	0.0839051554643433
1112	125-129	0.1693839741060046
1112	130-134	-0.01356402268024226
1112	135-139	0.013906227075331401
1112	140-144	0.27352484197705706
1112	145-149	-0.013510394328882569
1112	150-154	0.18267642694156194
1112	155-159	0.06723481178301682
1112	160-164	0.08778789702964929
1112	165-169	0.13043604869544367
1112	170-174	-0.1254796739010331
1112	175-179	0.1610768201661088
1112	180-184	0.048479651175327376
1112	185-189	-0.20525399200000294
1112	190-194	0.03892758797074691
1112	195-199	-0.14433323831069345
1112	200-204	0.8472980444469265
1112	205-209	0.3491061750672131
1112	210-214	0.18565250676931555
1112	215-219	-0.07986548879427247
1112	220-224	-0.01676998892624937
1112	225-229	-0.479932542432266
1112	230-234	0.3312848624151101
1112	235-239	0.28428687333241953
1112	240-244	-0.07541503057391097
1112	245-249	-0.26572550658328353
1112	250-251	-0.3820166404493861
1113	1	-0.07368892813662598
1113	2	0.05892895991519964
1113	3	0.02388376533870229
1113	4	0.06358184257005206
1113	5	0.327669259542148
1113	6	-0.0317764382276593
1113	7	0.21182325264786783
1113	8	0.22026462166865457
1113	9	0.2131911568679996
1113	10-14	0.006109504075062944
1113	15-19	0.1413278588197997
1113	20-24	0.03187983479032397
1113	25-29	0.00636808288573576
1113	30-34	0.14987262803749957
1113	35-39	-0.028360163227723945
1113	40-44	0.12291388465541075
1113	45-49	0.20017720868022337
1113	50-54	0.04317532215441844
1113	55-59	0.18834010454116168
1113	60-64	-0.1821717525579345
1113	65-69	-0.14836056279118992
1113	70-74	0.13853856233600936
1113	75-79	-0.6828642194833989
1113	80-84	0.09440714393647909
1113	85-89	-0.07915689352851274
1113	90-94	0.5604817977299348
1113	95-99	0.033140285018419036
1113	100-104	0.37661923863710456
1113	105-109	0.6427456972451893
1113	110-114	0.16658039048886053
1113	115-119	0.2739130902252853
1113	120-124	0.2701107007460166
1113	125-129	0.1343116994006337
1113	130-134	0.18117835023312523
1113	135-139	0.09762885621754691
1113	140-144	0.15769450001414498
1113	145-149	0.11302579120533096
1113	150-154	0.40555675469213526
1113	155-159	0.005338799857241838
1113	160-164	0.19939606067443805
1113	165-169	0.3694845701522098
1113	170-174	-0.001566475940826706
1113	175-179	0.10488330331685347
1113	180-184	-0.1245849708999458
1113	185-189	-0.36090842661283773
1113	190-194	0.04736201170762655
1113	195-199	0.15585509938803455
1113	200-204	0.7498686558002383
1113	205-209	0.22422628385576715
1113	210-214	0.0065514420302967835
1113	215-219	-0.11794703856384459
1113	220-224	0.2900252642979204
1113	225-229	-0.17614943337303046
1113	230-234	0.6132249144317861
1113	235-239	0.4610118142192583
1113	240-244	0.052605557463415664
1113	245-249	-0.28972595183865835
1113	250-251	-0.4225434902687937
1114	1	-0.17823750106028058
1114	2	-0.21596197290580932
1114	3	-0.4332052590348425
1114	4	-0.344900507409335
1114	5	-0.39220216820351084
1114	6	-0.6377341758366697
1114	7	-0.42404315450888674
1114	8	-0.7987749786921654
1114	9	-0.7674366791448577
1114	10-14	-0.4339943987653925
1114	15-19	-0.25389396815432974
1114	20-24	-0.5108505030745505
1114	25-29	-0.4420778999586119
1114	30-34	0.020363205971847265
1114	35-39	0.1269457762939865
1114	40-44	0.07349458752264582
1114	45-49	-0.020043268264309688
1114	50-54	-0.020487148392120957
1114	55-59	0.08576019800123191
1114	60-64	0.08497484011950007
1114	65-69	0.21283951083295705
1114	70-74	0.201778872926468
1114	75-79	0.03309265486724655
1114	80-84	-0.24966822270113198
1114	85-89	-0.04655044654779772
1114	90-94	0.34886969887886465
1114	95-99	-0.13123656033892672
1114	100-104	0.23017466514757956
1114	105-109	0.2273865437403515
1114	110-114	-0.020491174769666998
1114	115-119	-0.1617661191669626
1114	120-124	-0.06733360577991476
1114	125-129	0.3770216156911914
1114	130-134	-0.12577017599091533
1114	135-139	0.1798395543844009
1114	140-144	-0.03286373531845044
1114	145-149	-0.39082591926313626
1114	150-154	-0.12575704846670988
1114	155-159	-0.24725110831032993
1114	160-164	-0.3800935292664249
1114	165-169	0.17386653801617769
1114	170-174	-0.291868224666473
1114	175-179	-0.32633048356557026
1114	180-184	-0.8652393625652053
1114	185-189	-0.28319739607250227
1114	190-194	-0.08605173395135779
1114	195-199	-0.4835262333916006
1114	200-204	0.07107383671941037
1114	205-209	0.04142438681700966
1114	210-214	-0.6344798931071303
1114	215-219	-0.6627474471474457
1114	220-224	-0.5532244736822562
1114	225-229	-0.8005912436752318
1114	230-234	-0.26866966765229705
1114	235-239	-1.0567193412691651
1114	240-244	-0.9746736157252265
1114	245-249	-0.8990750588416248
1114	250-251	-1.4407539157676936
2101	1	0.1384843492754939
2101	2	0.17385767686147346
2101	3	-0.01733390263114387
2101	4	0.03524698336284615
2101	5	0.2822363650006494
2101	6	0.18223098081854516
2101	7	-0.20193136621358576
2101	8	-0.1236281712578915
2101	9	-0.02087944160447819
2101	10-14	0.03539452906640861
2101	15-19	0.07441096945802173
2101	20-24	0.1289634568025022
2101	25-29	0.18136715498946643
2101	30-34	-0.013283188428744097
2101	35-39	0.1554473251013988
2101	40-44	0.12192680921950938
2101	45-49	0.2814452511077761
2101	50-54	-0.01961294428790694
2101	55-59	0.15027377851552615
2101	60-64	0.048545738080612466
2101	65-69	0.11648474659004648
2101	70-74	0.13498719399829895
2101	75-79	0.10121256496422859
2101	80-84	0.07318832125127273
2101	85-89	0.03594389662670494
2101	90-94	0.6190758699161378
2101	95-99	0.01184908642387228
2101	100-104	0.34209324929347673
2101	105-109	0.6028898717061821
2101	110-114	0.12548829781470516
2101	115-119	0.08587748787626026
2101	120-124	-0.16828440985921134
2101	125-129	0.4696151627219223
2101	130-134	0.16688781972388966
2101	135-139	0.21560127914030147
2101	140-144	0.08899842109759959
2101	145-149	-0.04501473930390176
2101	150-154	0.21552834044624802
2101	155-159	0.0075542037601792345
2101	160-164	0.0060599024124528
2101	165-169	0.4730361446890825
2101	170-174	0.05542326358838068
2101	175-179	-0.011003827380434927
2101	180-184	-0.03132685902452437
2101	185-189	0.0013493924597582918
2101	190-194	-0.47921159727275864
2101	195-199	-0.23808006746833854
2101	200-204	0.8683909088148631
2101	205-209	0.6500668547800323
2101	210-214	-0.07833168427907111
2101	215-219	-0.007615944553517551
2101	220-224	0.1457827575758266
2101	225-229	-0.18177650567470138
2101	230-234	0.34568757176175424
2101	235-239	-0.05296776793873903
2101	240-244	-0.5971916456510193
2101	245-249	-0.18685163848190456
2101	250-251	-0.3217510153013734
2102	1	0.17031334226641803
2102	2	0.0022861145391033233
2102	3	0.046101135226834344
2102	4	0.056329743833615
2102	5	0.22559358188718903
2102	6	0.1209536317275024
2102	7	0.001285165495055196
2102	8	0.12313067930622879
2102	9	0.036909325148570815
2102	10-14	-0.03350947760350209
2102	15-19	0.1894362844290356
2102	20-24	0.061278659139091474
2102	25-29	0.028433154724758936
2102	30-34	0.06246706506072286
2102	35-39	0.3167083362348464
2102	40-44	0.5376674268593078
2102	45-49	0.37958863278728217
2102	50-54	0.12576223194341196
2102	55-59	0.2931718264102656
2102	60-64	0.3161476272566759
2102	65-69	0.3234373452411816
2102	70-74	0.37588736523663613
2102	75-79	0.2954232776419019
2102	80-84	0.030046090319409302
2102	85-89	0.08039037962282691
2102	90-94	0.5773690009424257
2102	95-99	0.0731092260026216
2102	100-104	0.4315566109065472
2102	105-109	0.48019234195809446
2102	110-114	-0.10809207695972844
2102	115-119	-0.37019403544771734
2102	120-124	-0.5899026003580374
2102	125-129	0.46309672387433665
2102	130-134	0.04640214069709714
2102	135-139	-0.07199241298994963
2102	140-144	-0.24882140993305768
2102	145-149	0.0994011506450363
2102	150-154	0.3167090902550953
2102	155-159	-0.4183619774948326
2102	160-164	0.2357176162919714
2102	165-169	0.8587662534472855
2102	170-174	0.10987473660446057
2102	175-179	0.10479461569789095
2102	180-184	0.11099505428325074
2102	185-189	-0.07066110844488804
2102	190-194	0.04986241131161506
2102	195-199	-0.6856675671285828
2102	200-204	-5.9414920487749825
2102	205-209	5.670163869559985E-4
2102	210-214	0.23804425242065008
2102	215-219	0.2525518710881407
2102	220-224	0.21556285398454733
2102	225-229	0.3534693362707735
2102	230-234	0.6318680305599678
2102	235-239	0.4702021961591143
2102	240-244	-0.03150245712457789
2102	245-249	-0.10566886637070638
2102	250-251	0.01769333829457409
2103	1	-0.14470202827219936
2103	2	0.04044638579805593
2103	3	0.0588441057042246
2103	4	-0.04664776569374851
2103	5	0.23023338670210336
2103	6	0.2042188228575199
2103	7	-3.3677716930286685
2103	8	-0.9754121890116423
2103	9	-0.40471242662354
2103	10-14	-0.05010460790389715
2103	15-19	0.1616642233458805
2103	20-24	0.125051977177975
2103	25-29	-0.04024238632355548
2103	30-34	-0.15290055744525688
2103	35-39	-0.1810183235367262
2103	40-44	-0.5263823959470599
2103	45-49	0.07278848309353947
2103	50-54	-0.13339428350692373
2103	55-59	-0.2230518502028076
2103	60-64	-0.24907808975824963
2103	65-69	-0.42075997067707505
2103	70-74	-0.47896699290443934
2103	75-79	-0.31962082376900725
2103	80-84	-1.0043206142487335
2103	85-89	0.14800812102410532
2103	90-94	0.5309159211419043
2103	95-99	0.23103250501261385
2103	100-104	0.5444033344119035
2103	105-109	0.18487454990730612
2103	110-114	0.05197676718198352
2103	115-119	0.2326185384759114
2103	120-124	-0.025802861047274916
2103	125-129	0.7698907067086367
2103	130-134	0.17621145646333503
2103	135-139	0.3141103621047705
2103	140-144	0.066711283624457
2103	145-149	-0.12471260034403286
2103	150-154	0.28166074056324675
2103	155-159	0.2985566659331269
2103	160-164	0.25855753633314293
2103	165-169	0.8930669550908945
2103	170-174	0.055274741496511126
2103	175-179	-0.30151248003877384
2103	180-184	0.08001838548847218
2103	185-189	0.010855395592770378
2103	190-194	-3.5594510124673953
2103	195-199	-0.5084603353943429
2103	200-204	-6.070278502463502
2103	205-209	-0.51975377344273
2103	210-214	0.14489629456340936
2103	215-219	-0.213470510149822
2103	220-224	-4.014568763846409
2103	225-229	-0.0103309279162076
2103	230-234	0.27827575127676596
2103	235-239	-2.8449626689320695
2103	240-244	-0.23026168341158382
2103	245-249	0.09916360898037624
2103	250-251	-0.026310092040908728
2104	1	0.15236717270625633
2104	2	0.17390457841684537
2104	3	0.04817677806159537
2104	4	0.04124092082862063
2104	5	0.31927329252817316
2104	6	0.14989163767982205
2104	7	0.23036123059950597
2104	8	0.04859596628570273
2104	9	-0.0034811821289579825
2104	10-14	-0.09368690415642078
2104	15-19	0.03723729931854791
2104	20-24	0.04278658331266172
2104	25-29	0.004172687022375499
2104	30-34	-0.04309196165851148
2104	35-39	-0.35852173214259864
2104	40-44	-0.7433660841562926
2104	45-49	-0.10953539869276341
2104	50-54	-0.12313991168433347
2104	55-59	-0.12218772007528145
2104	60-64	0.035292223383763144
2104	65-69	-0.005941707040321376
2104	70-74	-0.26979402964960997
2104	75-79	-0.19052407581701658
2104	80-84	0.025039421046550103
2104	85-89	-0.041894471669287725
2104	90-94	0.37330531099447484
2104	95-99	0.05813508198164641
2104	100-104	0.3252437121441929
2104	105-109	0.20871976830247974
2104	110-114	0.0590177799328373
2104	115-119	0.3130990101684361
2104	120-124	0.09100923867228516
2104	125-129	0.8060020102987409
2104	130-134	0.14536809253792882
2104	135-139	0.3202735536905408
2104	140-144	0.20861942991938065
2104	145-149	-0.017357841958947517
2104	150-154	-0.9126423525347747
2104	155-159	-0.14412521934107758
2104	160-164	0.2435831055617541
2104	165-169	0.8808548446385842
2104	170-174	0.2413656440851426
2104	175-179	0.1648143294128417
2104	180-184	-0.9193088399569902
2104	185-189	-0.6426639067368356
2104	190-194	-0.08160736124550994
2104	195-199	-0.43489362236525864
2104	200-204	-9.570498308602556
2104	205-209	-4.921627276708126
2104	210-214	0.4089058739838265
2104	215-219	-0.23702477206933636
2104	220-224	-0.12113438581859981
2104	225-229	-0.33795616442948173
2104	230-234	-4.093438740594767
2104	235-239	0.02113144869810668
2104	240-244	0.38226213935254805
2104	245-249	0.2346697001365321
2104	250-251	-0.1302836944128316
2105	1	0.006651698152616348
2105	2	0.03386441459373657
2105	3	-0.03384104535053467
2105	4	0.004242567074648207
2105	5	0.13137745480172214
2105	6	0.00897694541109928
2105	7	0.23786928610496716
2105	8	0.22973515040795434
2105	9	0.08007474904803047
2105	10-14	0.19077832668855876
2105	15-19	0.008127774977424451
2105	20-24	-0.2075373941525953
2105	25-29	-0.10309080107907675
2105	30-34	0.07304023959443384
2105	35-39	-0.6539485570473431
2105	40-44	-0.8045927362306529
2105	45-49	-0.4273690044391074
2105	50-54	-0.008072498609209333
2105	55-59	0.01656287905839804
2105	60-64	-0.1051748400867254
2105	65-69	-0.1382156352549586
2105	70-74	-0.18424776603333015
2105	75-79	-0.1095482202286675
2105	80-84	0.09863868863245528
2105	85-89	-0.13820321976851346
2105	90-94	0.18370596962011376
2105	95-99	0.16064973392114723
2105	100-104	0.3617217459234112
2105	105-109	0.19354286523602582
2105	110-114	-0.22554158686039472
2105	115-119	-0.23504124229624068
2105	120-124	-0.09283096891501685
2105	125-129	0.6367288218770355
2105	130-134	-0.11946959829032266
2105	135-139	0.31212676681229823
2105	140-144	0.11886549853691974
2105	145-149	-0.1790472780910548
2105	150-154	-3.305856787847894
2105	155-159	-1.777379190321227
2105	160-164	0.2980099998022183
2105	165-169	0.49417382102723195
2105	170-174	-0.15372691431667818
2105	175-179	-2.7315026244722347
2105	180-184	-0.19296192223144004
2105	185-189	-3.189037044810629
2105	190-194	-0.19130679094339342
2105	195-199	0.1546595137556892
2105	200-204	0.5676660300699439
2105	205-209	-4.7283833101075885
2105	210-214	0.28097735464790574
2105	215-219	0.3234391553915188
2105	220-224	0.4533389013269762
2105	225-229	-0.6222474357951384
2105	230-234	-4.8243714044886445
2105	235-239	0.34019644710942387
2105	240-244	0.4464426437412179
2105	245-249	0.24549267048470824
2105	250-251	-0.0034451451575989722
2106	1	-0.10644969084390965
2106	2	0.02586885800482719
2106	3	-0.0016726004582992005
2106	4	0.01577197022809429
2106	5	0.37143467663644003
2106	6	-0.04971203303491478
2106	7	0.1821436581287017
2106	8	-0.13180329457038908
2106	9	-0.007403830438221348
2106	10-14	0.1230854128959038
2106	15-19	0.06120780804465653
2106	20-24	-0.0709087462068112
2106	25-29	-0.15862138397538672
2106	30-34	0.2576534217140036
2106	35-39	0.26592515879823964
2106	40-44	0.5577056526022588
2106	45-49	0.16458420196422452
2106	50-54	-0.073121109182118
2106	55-59	-0.026405164549032634
2106	60-64	-0.15340457994049927
2106	65-69	0.012661421760206792
2106	70-74	0.10809531524837013
2106	75-79	0.195882472030668
2106	80-84	0.10646331167446732
2106	85-89	0.12943436666702013
2106	90-94	0.21658764227160532
2106	95-99	0.09411072921079011
2106	100-104	0.22793610606360204
2106	105-109	0.48296608292011456
2106	110-114	0.08872856564506293
2106	115-119	-0.3644093048484436
2106	120-124	-0.27139301736198007
2106	125-129	0.6075179148528349
2106	130-134	-0.8430431427717906
2106	135-139	0.20261476701896441
2106	140-144	-0.25097958486315264
2106	145-149	0.14307742159117964
2106	150-154	-3.4250078035462224
2106	155-159	-2.001948196667719
2106	160-164	0.2011569854300248
2106	165-169	0.7204924204916026
2106	170-174	-0.2073320190726804
2106	175-179	0.059589455750284515
2106	180-184	-0.043457069785411306
2106	185-189	0.010716242538563847
2106	190-194	-0.5301814712502946
2106	195-199	-0.4340913796627248
2106	200-204	0.9586536987430385
2106	205-209	-4.793592951276306
2106	210-214	-0.2097422885013991
2106	215-219	0.30108238220354266
2106	220-224	0.4399951053105404
2106	225-229	-0.2195932296243086
2106	230-234	-4.5517578004172385
2106	235-239	-0.029838084050425095
2106	240-244	0.10618930041881569
2106	245-249	0.09680761016281281
2106	250-251	0.4397205269083244
2107	1	-0.02023440002503918
2107	2	-0.31733165655118256
2107	3	-0.03437022394876266
2107	4	0.07355949860385635
2107	5	0.2959847878873205
2107	6	0.3733532979588077
2107	7	0.08799607037497026
2107	8	0.09450132815367596
2107	9	-0.015424227205421914
2107	10-14	-0.2807821035035829
2107	15-19	-0.03241422777686154
2107	20-24	0.0037342010704080053
2107	25-29	-0.0647553182423124
2107	30-34	-0.0712371629310482
2107	35-39	-0.3534157352229741
2107	40-44	-0.11590513558653015
2107	45-49	-0.22809582805595596
2107	50-54	-0.25091173761213525
2107	55-59	-0.4398870885168833
2107	60-64	-0.41399527275626014
2107	65-69	-0.15824973585171875
2107	70-74	-0.1520017535443472
2107	75-79	0.08114151534597625
2107	80-84	0.001715393115816255
2107	85-89	0.011909720242115895
2107	90-94	0.20331782030613965
2107	95-99	-0.13718855784297546
2107	100-104	-3.7063444660686287
2107	105-109	-3.7025614330421845
2107	110-114	-0.2487391007228723
2107	115-119	-0.5256240491833921
2107	120-124	-0.33741913863106276
2107	125-129	-3.997559947514034
2107	130-134	-1.4522125468261038
2107	135-139	-0.3662222688257444
2107	140-144	-3.240930772256789
2107	145-149	-1.628318086377213
2107	150-154	0.33469559810091454
2107	155-159	0.31316609133659057
2107	160-164	-0.04224655618324391
2107	165-169	-5.305101176968996
2107	170-174	-0.5254496502337886
2107	175-179	-0.2095707673741387
2107	180-184	-0.6022619856235707
2107	185-189	0.19862881305983393
2107	190-194	0.4282464038016158
2107	195-199	0.12321027482563096
2107	200-204	0.48715929374479217
2107	205-209	0.6679443179336033
2107	210-214	0.25038154144340297
2107	215-219	0.15802229745548146
2107	220-224	-1.1794415724381544
2107	225-229	-0.46286958952470414
2107	230-234	0.5977371490777159
2107	235-239	-0.5821328859615953
2107	240-244	-0.03657045001356707
2107	245-249	-0.12741520689887764
2107	250-251	0.017955165245268745
2108	1	-0.8513933296608265
2108	2	-0.5894055645658085
2108	3	-0.36187714446455743
2108	4	-0.34478058337735007
2108	5	-6.208126698613537
2108	6	-0.9920666987269868
2108	7	-0.2618332612365961
2108	8	-0.14689205045160492
2108	9	0.044513114741072
2108	10-14	-0.06696276355479824
2108	15-19	0.15802318017858852
2108	20-24	0.04449943127153233
2108	25-29	0.05216508329563396
2108	30-34	0.0027792765099619032
2108	35-39	-0.05464355185601022
2108	40-44	0.22919134965961518
2108	45-49	0.16853495470186175
2108	50-54	0.0897378539037561
2108	55-59	-0.12275223918201306
2108	60-64	-0.0036090240356756453
2108	65-69	-0.26437017138241004
2108	70-74	-0.05038599772761643
2108	75-79	0.11652033962262465
2108	80-84	0.10040855754849787
2108	85-89	-0.0068045403695862205
2108	90-94	0.6162367780701601
2108	95-99	0.13371129143310156
2108	100-104	0.1227758751397019
2108	105-109	-4.009607812027667
2108	110-114	-0.40153502412979236
2108	115-119	-0.3304775881099644
2108	120-124	0.22944710887524877
2108	125-129	-4.2765607929123775
2108	130-134	0.012592811816858784
2108	135-139	0.13717798054883446
2108	140-144	-0.19216513140739977
2108	145-149	0.10500617055082984
2108	150-154	0.1813117905024697
2108	155-159	0.1804927586131626
2108	160-164	0.47499364895074336
2108	165-169	-5.336790471683933
2108	170-174	-1.957170402407307
2108	175-179	0.2180340115242103
2108	180-184	-0.03859095524919809
2108	185-189	0.4057002445918698
2108	190-194	-0.3531462258959692
2108	195-199	0.09477437519360166
2108	200-204	1.067394977828176
2108	205-209	-2.021896282320082
2108	210-214	-6.492685712551481
2108	215-219	0.2093681087472561
2108	220-224	0.5510309724644067
2108	225-229	0.24842105279039473
2108	230-234	0.44039729919116866
2108	235-239	-0.6236496925591943
2108	240-244	0.23921940782490125
2108	245-249	0.6363946466079433
2108	250-251	0.24167632406398454
2109	1	0.13065085157544587
2109	2	0.04302011337224343
2109	3	-6.687188060041649E-4
2109	4	-0.011757765271170229
2109	5	-0.25251612882895813
2109	6	-0.2417054824465268
2109	7	0.06520825312845346
2109	8	0.05868239979397316
2109	9	-0.046621976345761595
2109	10-14	0.1351318521730036
2109	15-19	0.07630306787502406
2109	20-24	-0.11488178441228314
2109	25-29	-0.28531687051363974
2109	30-34	-0.3414816776124141
2109	35-39	-0.4919384695423119
2109	40-44	-0.3790664585323924
2109	45-49	-0.3906356019702244
2109	50-54	-0.38356413711218806
2109	55-59	-0.3952082099026697
2109	60-64	-0.3867389556897294
2109	65-69	-0.2346211580996851
2109	70-74	-0.5018127424977195
2109	75-79	-0.09670619686161785
2109	80-84	-0.1605466260628461
2109	85-89	-0.19353189454670883
2109	90-94	-2.41635035775861
2109	95-99	-0.5003736959829226
2109	100-104	0.2692253098323647
2109	105-109	-3.6117456709282365
2109	110-114	-0.5375255104646541
2109	115-119	-1.220237212055629
2109	120-124	-0.488066401169327
2109	125-129	-4.651587722754908
2109	130-134	-0.6141925609104675
2109	135-139	-0.5654999793126336
2109	140-144	0.1549565403410682
2109	145-149	-0.538717089187216
2109	150-154	-0.22019027259378987
2109	155-159	-0.12096222582889737
2109	160-164	-0.11504809596100074
2109	165-169	-6.207614942255891
2109	170-174	-0.9327445610225951
2109	175-179	-0.017641756430663236
2109	180-184	-0.21639644486762677
2109	185-189	0.11888654612405247
2109	190-194	-1.1863001773568236
2109	195-199	-0.41517727016525185
2109	200-204	1.0095799086980115
2109	205-209	0.6948119521075498
2109	210-214	0.22509164351832212
2109	215-219	0.04423131450613127
2109	220-224	0.3263350179279776
2109	225-229	0.2716106658722097
2109	230-234	0.13698182388435853
2109	235-239	0.2015185359171774
2109	240-244	-0.05112304217198371
2109	245-249	0.10590195102742683
2109	250-251	0.09271040411290699
2110	1	-0.08821381019954799
2110	2	0.048747650133812215
2110	3	0.01700663609521058
2110	4	-0.05222736285581675
2110	5	0.45184870378108855
2110	6	0.31537850398190415
2110	7	0.39446462934893844
2110	8	-0.05294993851430263
